loan_id,borrower_id,borrower_name,co_borrower_name,loan_type,loan_purpose,property_state,property_zip,servicer_name,original_principal,current_balance,interest_rate,monthly_payment,origination_date,maturity_date,last_payment_date,next_payment_date,payment_status,days_past_due,document_status,lien_position
L002209,B2931,Barbara Wilson,,ARM,REFINANCE,AR,84448,JPMorgan Chase Bank,634155.00,208975.28,3.252,1890.42,2014-09-28,2044-09-28,2020-04-18,2020-05-18,CURRENT,0,COMPLETE,FIRST
L003337,B8420,Joseph Jackson,,USDA,PURCHASE,NH,68170,PNC Bank,654577.00,350439.20,4.403,2641.93,2012-12-21,2032-12-21,2015-11-15,2015-12-15,DEFAULT,282,COMPLETE,FIRST
L006715,B2587,David Hernandez,,FIXED,PURCHASE,ID,96234,SunTrust Mortgage,774300.00,641920.55,8.008,5683.88,2021-12-29,2036-12-29,2027-07-07,2027-08-06,CURRENT,0,COMPLETE,FIRST
L009720,B2136,Patricia Williams,,FIXED,HOME_EQUITY,MN,55270,PNC Bank,528160.00,360591.62,6.482,3138.24,2014-01-03,2044-01-03,2020-07-19,2020-08-18,CURRENT,0,COMPLETE,FIRST
L008632,B1987,Susan Jackson,,ARM,CASH_OUT_REFINANCE,MO,15791,Citimortgage,485861.00,358630.64,3.819,1700.88,2010-08-30,2030-08-30,2015-11-08,2015-12-08,DELINQUENT,42,COMPLETE,SECOND
L009109,B2532,Thomas Anderson,,USDA,HOME_EQUITY,NV,13052,US Bank,407807.00,176000.40,4.456,1665.76,2018-09-12,2038-09-12,2019-12-25,2020-01-24,CURRENT,0,COMPLETE,SECOND
L009833,B5601,Robert Johnson,,FIXED,CASH_OUT_REFINANCE,MT,10168,PNC Bank,677784.00,463278.54,4.068,2527.46,2012-01-09,2022-01-09,2020-03-15,2020-04-14,CURRENT,0,INCOMPLETE,SECOND
L002519,B8360,Joseph Jackson,,FIXED,CONSTRUCTION,ME,81410,Nationstar Mortgage,75643.00,57131.42,8.429,584.46,2014-10-28,2034-10-28,2023-07-04,2023-08-03,CURRENT,0,MISSING,SECOND
L007041,B1082,James Martinez,Michael White,JUMBO,CASH_OUT_REFINANCE,ME,20327,Flagstar Bank,559788.00,267472.07,3.282,1684.12,2020-09-12,2040-09-12,2028-10-14,2028-11-13,DEFAULT,203,COMPLETE,SECOND
L009243,B8842,Jennifer Lee,,USDA,HOME_EQUITY,HI,12150,PNC Bank,333385.00,276023.01,5.955,1819.87,2020-12-25,2040-12-25,2031-11-20,2031-12-20,DELINQUENT,40,MISSING,FIRST
L002319,B5682,David White,,FIXED,CONSTRUCTION,NJ,27699,Wells Fargo Home Mortgage,437040.00,297956.09,4.042,1619.31,2022-11-10,2032-11-10,2032-04-22,2032-05-22,CURRENT,0,COMPLETE,FIRST
L000125,B9872,Michael Martin,,JUMBO,CONSTRUCTION,WV,17850,Bank of America,413251.00,221566.53,6.316,2392.59,2010-03-20,2030-03-20,2025-11-03,2010-05-24,DEFAULT,143,COMPLETE,SECOND
L003213,B2820,Michael Smith,,JUMBO,REFINANCE,WY,41324,Citimortgage,778104.00,283886.91,7.677,5475.71,2013-10-15,2033-10-15,2020-04-21,2020-05-21,DELINQUENT,79,COMPLETE,FIRST
L007009,B8838,Patricia Thomas,,JUMBO,PURCHASE,ME,35098,US Bank,544879.00,304377.45,5.566,2780.06,2016-05-29,2036-05-29,2017-07-22,2017-08-21,CURRENT,0,MISSING,FIRST
L002598,B4135,Sarah Martinez,,FIXED,CONSTRUCTION,SC,42090,JPMorgan Chase Bank,653685.00,510533.51,6.424,3849.33,2014-11-01,2029-11-01,2018-07-13,2018-08-12,CURRENT,0,MISSING,SECOND
